"game","tier","slug","filename","text","variants","shared","note"
"Heroes & Villains","content","speed-up-time-make-flowers-bloom","speed-up-time-make-flowers-bloom.mp3","Speed up time! Make flowers bloom!","1","",""
"Heroes & Villains","content","pop-into-a-parallel-world","pop-into-a-parallel-world.mp3","Pop into a parallel world!","1","",""
"Heroes & Villains","content","spin-backwards-rewind-a-mistake","spin-backwards-rewind-a-mistake.mp3","Spin backwards — rewind a mistake!","1","",""
"Heroes & Villains","content","blast-a-twohanded-energy-beam","blast-a-twohanded-energy-beam.mp3","BLAST a two-handed energy beam!","1","",""
"Heroes & Villains","content","spam-glowing-ki-blasts","spam-glowing-ki-blasts.mp3","Spam glowing ki blasts!","1","",""
"Heroes & Villains","content","charge-a-giant-onehanded-beam","charge-a-giant-onehanded-beam.mp3","Charge a giant one-handed beam!","1","",""
"Heroes & Villains","content","throw-a-spinning-energy-disk","throw-a-spinning-energy-disk.mp3","Throw a spinning energy disk!","1","",""
"Heroes & Villains","content","flash-blinding-light-from-your-hands","flash-blinding-light-from-your-hands.mp3","Flash blinding light from your hands!","1","",""
"Heroes & Villains","content","gather-universe-energy-into-a-giant-spirit-ball","gather-universe-energy-into-a-giant-spirit-ball.mp3","Gather universe energy into a giant spirit ball!","1","",""
"Heroes & Villains","content","charge-up-with-rocks-floating-around-you","charge-up-with-rocks-floating-around-you.mp3","Charge up with rocks floating around you!","1","",""
"Heroes & Villains","content","glow-red-and-double-your-power","glow-red-and-double-your-power.mp3","Glow red and double your power!","1","",""
"Heroes & Villains","content","two-fingers-to-your-head-teleport","two-fingers-to-your-head-teleport.mp3","Two fingers to your head — teleport!","1","",""
"Heroes & Villains","content","move-so-fast-you-leave-afterimages","move-so-fast-you-leave-afterimages.mp3","Move so fast you leave afterimages!","1","",""
"Heroes & Villains","content","split-into-four-copies-of-yourself","split-into-four-copies-of-yourself.mp3","Split into four copies of yourself!","1","",""
"Heroes & Villains","content","power-up-to-your-golden-warrior-form","power-up-to-your-golden-warrior-form.mp3","Power up to your golden warrior form!","1","",""
"Heroes & Villains","content","yell-as-your-hair-stands-up-and-changes-color","yell-as-your-hair-stands-up-and-changes-color.mp3","Yell as your hair stands up and changes color!","1","",""
"Heroes & Villains","content","eat-a-magic-bean-and-heal-up","eat-a-magic-bean-and-heal-up.mp3","Eat a magic bean and heal up!","1","",""
"Heroes & Villains","content","do-a-fusion-dance-with-your-friend","do-a-fusion-dance-with-your-friend.mp3","Do a fusion dance with your friend!","1","",""
"Heroes & Villains","content","cackle-and-fly-off-into-the-night","cackle-and-fly-off-into-the-night.mp3","Cackle and fly off into the night!","1","",""
"Heroes & Villains","content","dash-away-from-the-heroes","dash-away-from-the-heroes.mp3","Dash away from the heroes!","1","",""
"Heroes & Villains","content","teleport-into-your-secret-lair","teleport-into-your-secret-lair.mp3","Teleport into your secret lair!","1","",""
"Heroes & Villains","content","phase-through-a-vault-wall","phase-through-a-vault-wall.mp3","Phase through a vault wall!","1","",""
"Heroes & Villains","content","swing-on-an-evil-web-of-lies","swing-on-an-evil-web-of-lies.mp3","Swing on an evil web of lies!","1","",""
"Heroes & Villains","content","glide-above-the-city-looking-menacing","glide-above-the-city-looking-menacing.mp3","Glide above the city looking menacing!","1","",""
"Heroes & Villains","content","soar-on-dragon-wings","soar-on-dragon-wings.mp3","Soar on dragon wings!","1","",""
"Heroes & Villains","content","zoom-away-on-a-hoverboard","zoom-away-on-a-hoverboard.mp3","Zoom away on a hover-board!","1","",""
"Heroes & Villains","content","skitter-into-the-shadows","skitter-into-the-shadows.mp3","Skitter into the shadows!","1","",""
"Heroes & Villains","content","hover-above-your-minions","hover-above-your-minions.mp3","Hover above your minions!","1","",""
"Heroes & Villains","content","smash-a-building-just-because","smash-a-building-just-because.mp3","SMASH a building just because!","1","",""
"Heroes & Villains","content","punch-through-a-steel-wall","punch-through-a-steel-wall.mp3","Punch through a steel wall!","1","",""
"Heroes & Villains","content","crush-the-hero-plans-in-your-fist","crush-the-hero-plans-in-your-fist.mp3","Crush the hero plans in your fist!","1","",""
"Heroes & Villains","content","pick-up-a-car-and-shake-it","pick-up-a-car-and-shake-it.mp3","Pick up a car and shake it!","1","",""
"Heroes & Villains","content","roll-a-giant-boulder-down-a-hill","roll-a-giant-boulder-down-a-hill.mp3","Roll a giant boulder down a hill!","1","",""
"Heroes & Villains","content","stomp-on-a-toy-castle","stomp-on-a-toy-castle.mp3","Stomp on a toy castle!","1","",""
"Heroes & Villains","content","flip-a-table-dramatically","flip-a-table-dramatically.mp3","Flip a table dramatically!","1","",""
"Heroes & Villains","content","bend-prison-bars-to-escape","bend-prison-bars-to-escape.mp3","Bend prison bars to escape!","1","",""
"Heroes & Villains","content","crumple-a-tin-can","crumple-a-tin-can.mp3","Crumple a tin can!","1","",""
"Heroes & Villains","content","drop-a-giant-anvil","drop-a-giant-anvil.mp3","Drop a giant anvil!","1","",""
"Heroes & Villains","content","shoot-evil-purple-lasers","shoot-evil-purple-lasers.mp3","Shoot evil purple lasers!","1","",""
"Heroes & Villains","content","crackle-with-dark-lightning","crackle-with-dark-lightning.mp3","Crackle with dark lightning!","1","",""
"Heroes & Villains","content","freeze-the-whole-city-solid","freeze-the-whole-city-solid.mp3","Freeze the whole city solid!","1","",""
"Heroes & Villains","content","flood-the-streets-with-goo","flood-the-streets-with-goo.mp3","Flood the streets with goo!","1","",""
"Heroes & Villains","content","cast-a-wicked-curse","cast-a-wicked-curse.mp3","Cast a wicked curse!","1","",""
"Heroes & Villains","content","summon-a-thunderstorm","summon-a-thunderstorm.mp3","Summon a thunderstorm!","1","",""
"Heroes & Villains","content","conjure-poisonous-vines","conjure-poisonous-vines.mp3","Conjure poisonous vines!","1","",""
"Heroes & Villains","content","make-the-ground-split-open","make-the-ground-split-open.mp3","Make the ground split open!","1","",""
"Heroes & Villains","content","send-out-a-shockwave-of-doom","send-out-a-shockwave-of-doom.mp3","Send out a shockwave of doom!","1","",""
"Heroes & Villains","content","light-a-sinister-fireball","light-a-sinister-fireball.mp3","Light a sinister fireball!","1","",""
"Heroes & Villains","content","cackle-evilly","cackle-evilly.mp3","Cackle evilly!","1","",""
"Heroes & Villains","content","wave-your-hands-and-hypnotize-the-crowd","wave-your-hands-and-hypnotize-the-crowd.mp3","Wave your hands and hypnotize the crowd!","1","",""
"Heroes & Villains","content","brainwash-a-citizen","brainwash-a-citizen.mp3","Brainwash a citizen!","1","",""
"Heroes & Villains","content","whisper-bad-ideas-into-their-ear","whisper-bad-ideas-into-their-ear.mp3","Whisper bad ideas into their ear!","1","",""
"Heroes & Villains","content","mindtrick-a-hero","mindtrick-a-hero.mp3","Mind-trick a hero!","1","",""
"Heroes & Villains","content","mindlink-with-your-minions","mindlink-with-your-minions.mp3","Mind-link with your minions!","1","",""
"Heroes & Villains","content","sneak-into-the-bank","sneak-into-the-bank.mp3","Sneak into the bank!","1","",""
"Heroes & Villains","content","cloak-yourself-in-mist","cloak-yourself-in-mist.mp3","Cloak yourself in mist!","1","",""
"Heroes & Villains","content","spy-on-the-heroes-from-a-rooftop","spy-on-the-heroes-from-a-rooftop.mp3","Spy on the heroes from a rooftop!","1","",""
"Heroes & Villains","content","tiptoe-past-a-sleeping-guard","tiptoe-past-a-sleeping-guard.mp3","Tiptoe past a sleeping guard!","1","",""
"Heroes & Villains","content","hide-behind-a-giant-pillar","hide-behind-a-giant-pillar.mp3","Hide behind a giant pillar!","1","",""
"Heroes & Villains","content","sneak-behind-enemy-lines","sneak-behind-enemy-lines.mp3","Sneak behind enemy lines!","1","",""
"Heroes & Villains","content","twirl-your-evil-mustache","twirl-your-evil-mustache.mp3","Twirl your evil mustache!","1","",""
"Heroes & Villains","content","pet-your-evil-cat","pet-your-evil-cat.mp3","Pet your evil cat!","1","",""
"Heroes & Villains","content","aim-a-freeze-ray","aim-a-freeze-ray.mp3","Aim a freeze ray!","1","",""
"Heroes & Villains","content","wield-a-dark-sword","wield-a-dark-sword.mp3","Wield a dark sword!","1","",""
"Heroes & Villains","content","crack-an-electric-whip","crack-an-electric-whip.mp3","Crack an electric whip!","1","",""
"Heroes & Villains","content","throw-a-smoke-bomb","throw-a-smoke-bomb.mp3","Throw a smoke bomb!","1","",""
"Heroes & Villains","content","tap-a-venomous-staff","tap-a-venomous-staff.mp3","Tap a venomous staff!","1","",""
"Heroes & Villains","content","pose-with-your-skull-mask","pose-with-your-skull-mask.mp3","Pose with your skull mask!","1","",""
"Heroes & Villains","content","swirl-your-evil-cape","swirl-your-evil-cape.mp3","Swirl your evil cape!","1","",""
"Heroes & Villains","content","throw-a-confetti-bomb","throw-a-confetti-bomb.mp3","Throw a confetti bomb!","1","",""
"Heroes & Villains","content","press-a-doomsday-button","press-a-doomsday-button.mp3","Press a doomsday button!","1","",""
"Heroes & Villains","content","ignite-your-sword-in-flames","ignite-your-sword-in-flames.mp3","Ignite your sword in flames!","1","",""
"Heroes & Villains","content","transform-into-a-giant-monster","transform-into-a-giant-monster.mp3","Transform into a giant monster!","1","",""
"Heroes & Villains","content","shrink-and-crawl-through-a-vent","shrink-and-crawl-through-a-vent.mp3","Shrink and crawl through a vent!","1","",""
"Heroes & Villains","content","turn-into-a-slithery-snake","turn-into-a-slithery-snake.mp3","Turn into a slithery snake!","1","",""
"Heroes & Villains","content","sprout-extra-arms","sprout-extra-arms.mp3","Sprout extra arms!","1","",""
"Heroes & Villains","content","grow-scales-and-a-tail","grow-scales-and-a-tail.mp3","Grow scales and a tail!","1","",""
"Heroes & Villains","content","melt-into-a-puddle-of-goo","melt-into-a-puddle-of-goo.mp3","Melt into a puddle of goo!","1","",""
"Heroes & Villains","content","turn-into-a-swarm-of-bats","turn-into-a-swarm-of-bats.mp3","Turn into a swarm of bats!","1","",""
"Heroes & Villains","content","sprout-poisonous-spikes","sprout-poisonous-spikes.mp3","Sprout poisonous spikes!","1","",""
"Heroes & Villains","content","shift-into-a-shadow","shift-into-a-shadow.mp3","Shift into a shadow!","1","",""
"Heroes & Villains","content","transform-into-a-hulking-beast","transform-into-a-hulking-beast.mp3","Transform into a hulking beast!","1","",""
"Heroes & Villains","content","stomp-like-a-trex-villain","stomp-like-a-trex-villain.mp3","Stomp like a T-rex villain!","1","",""
"Heroes & Villains","content","snarl-like-a-wolf","snarl-like-a-wolf.mp3","Snarl like a wolf!","1","",""
"Heroes & Villains","content","pounce-like-an-evil-panther","pounce-like-an-evil-panther.mp3","Pounce like an evil panther!","1","",""
"Heroes & Villains","content","hiss-like-a-cobra","hiss-like-a-cobra.mp3","Hiss like a cobra!","1","",""
"Heroes & Villains","content","cackle-like-a-hyena","cackle-like-a-hyena.mp3","Cackle like a hyena!","1","",""
"Heroes & Villains","content","snap-your-alligator-jaws","snap-your-alligator-jaws.mp3","Snap your alligator jaws!","1","",""
"Heroes & Villains","content","surround-your-lair-with-a-force-field","surround-your-lair-with-a-force-field.mp3","Surround your lair with a force field!","1","",""
"Heroes & Villains","content","pop-up-a-wall-of-spikes","pop-up-a-wall-of-spikes.mp3","Pop up a wall of spikes!","1","",""
"Heroes & Villains","content","encase-yourself-in-dark-armor","encase-yourself-in-dark-armor.mp3","Encase yourself in dark armor!","1","",""
"Heroes & Villains","content","activate-the-laser-fence","activate-the-laser-fence.mp3","Activate the laser fence!","1","",""
"Heroes & Villains","content","steal-a-cookie","steal-a-cookie.mp3","Steal a cookie!","1","",""
"Heroes & Villains","content","tie-a-hero-to-a-rocket","tie-a-hero-to-a-rocket.mp3","Tie a hero to a rocket!","1","",""
"Heroes & Villains","content","kidnap-the-mayors-puppy","kidnap-the-mayors-puppy.mp3","Kidnap the mayor's puppy!","1","",""
"Heroes & Villains","content","steal-the-citys-pizza-supply","steal-the-citys-pizza-supply.mp3","Steal the city's pizza supply!","1","",""
"Heroes & Villains","content","plot-to-take-over-the-world","plot-to-take-over-the-world.mp3","Plot to take over the world!","1","",""
"Heroes & Villains","content","demand-a-giant-ransom","demand-a-giant-ransom.mp3","Demand a giant ransom!","1","",""
"Heroes & Villains","content","push-a-giant-domino-chain","push-a-giant-domino-chain.mp3","Push a giant domino chain!","1","",""
"Heroes & Villains","content","trap-the-heroes-in-a-cage","trap-the-heroes-in-a-cage.mp3","Trap the heroes in a cage!","1","",""
"Heroes & Villains","content","rob-a-vault","rob-a-vault.mp3","Rob a vault!","1","",""
"Heroes & Villains","content","switch-all-the-road-signs","switch-all-the-road-signs.mp3","Switch all the road signs!","1","",""
"Heroes & Villains","content","replace-the-candy-with-broccoli","replace-the-candy-with-broccoli.mp3","Replace the candy with broccoli!","1","",""
"Heroes & Villains","content","release-a-horde-of-rubber-chickens","release-a-horde-of-rubber-chickens.mp3","Release a horde of rubber chickens!","1","",""
"Heroes & Villains","content","steal-everyones-left-socks","steal-everyones-left-socks.mp3","Steal everyone's left socks!","1","",""
"Heroes & Villains","content","cancel-saturday-morning-cartoons","cancel-saturday-morning-cartoons.mp3","Cancel Saturday morning cartoons!","1","",""
"Heroes & Villains","content","glue-everything-to-the-ceiling","glue-everything-to-the-ceiling.mp3","Glue everything to the ceiling!","1","",""
"Heroes & Villains","content","take-all-the-trophies","take-all-the-trophies.mp3","Take all the trophies!","1","",""
"Heroes & Villains","content","freeze-time-for-everyone-but-you","freeze-time-for-everyone-but-you.mp3","Freeze time for everyone but you!","1","",""
"Heroes & Villains","content","open-a-dark-portal","open-a-dark-portal.mp3","Open a dark portal!","1","",""
"Heroes & Villains","content","travel-back-to-undo-a-hero-victory","travel-back-to-undo-a-hero-victory.mp3","Travel back to undo a hero victory!","1","",""
"Heroes & Villains","content","rewind-history","rewind-history.mp3","Rewind history!","1","",""
"Heroes & Villains","content","pop-into-the-heroes-base","pop-into-the-heroes-base.mp3","Pop into the heroes' base!","1","",""
"Heroes & Villains","content","trap-heroes-in-a-time-loop","trap-heroes-in-a-time-loop.mp3","Trap heroes in a time loop!","1","",""
"Heroes & Villains","content","jab-a-doomsday-remote-with-both-thumbs","jab-a-doomsday-remote-with-both-thumbs.mp3","Jab a doomsday remote with both thumbs!","1","",""
"Heroes & Villains","content","steal-everyones-bedtime","steal-everyones-bedtime.mp3","Steal everyone's bedtime!","1","",""
"Heroes & Villains","content","turn-off-the-sun","turn-off-the-sun.mp3","Turn off the sun!","1","",""
"Heroes & Villains","content","write-your-name-across-the-moon","write-your-name-across-the-moon.mp3","Write your name across the moon!","1","",""
"Heroes & Villains","content","rise-as-a-shambling-zombie","rise-as-a-shambling-zombie.mp3","Rise as a shambling zombie!","1","",""
"Heroes & Villains","content","transform-into-a-vampire-bat","transform-into-a-vampire-bat.mp3","Transform into a vampire bat!","1","",""
"Heroes & Villains","content","slither-as-a-giant-python-and-squeeze","slither-as-a-giant-python-and-squeeze.mp3","Slither as a giant python and squeeze!","1","",""
"Heroes & Villains","content","become-a-hairy-spider-monster","become-a-hairy-spider-monster.mp3","Become a hairy spider monster!","1","",""
"Heroes & Villains","content","phase-into-a-haunting-ghost","phase-into-a-haunting-ghost.mp3","Phase into a haunting ghost!","1","",""
"Heroes & Villains","content","rise-as-a-skeleton-warlord","rise-as-a-skeleton-warlord.mp3","Rise as a skeleton warlord!","1","",""
"Heroes & Villains","content","howl-as-a-feral-werewolf-under-a-blood-moon","howl-as-a-feral-werewolf-under-a-blood-moon.mp3","Howl as a feral werewolf under a blood moon!","1","",""
"Heroes & Villains","content","become-a-komodo-dragon-predator","become-a-komodo-dragon-predator.mp3","Become a Komodo dragon predator!","1","",""
"Heroes & Villains","content","erupt-as-an-evil-dark-dragon","erupt-as-an-evil-dark-dragon.mp3","Erupt as an evil dark dragon!","1","",""
"Heroes & Villains","content","skitter-as-a-giant-beetle","skitter-as-a-giant-beetle.mp3","Skitter as a giant beetle!","1","",""
"Heroes & Villains","content","wave-your-scorpion-tail-and-pinchers","wave-your-scorpion-tail-and-pinchers.mp3","Wave your scorpion tail and pinchers!","1","",""
"Heroes & Villains","content","become-a-tentacled-sea-monster","become-a-tentacled-sea-monster.mp3","Become a tentacled sea monster!","1","",""
"Heroes & Villains","content","shapeshift-into-a-rat-king","shapeshift-into-a-rat-king.mp3","Shapeshift into a rat king!","1","",""
"Heroes & Villains","content","become-a-swamp-crocodile-beast","become-a-swamp-crocodile-beast.mp3","Become a swamp crocodile beast!","1","",""
"Heroes & Villains","content","reanimate-as-a-bone-golem","reanimate-as-a-bone-golem.mp3","Reanimate as a bone golem!","1","",""
"Heroes & Villains","content","transform-into-your-darkest-scariest-form","transform-into-your-darkest-scariest-form.mp3","Transform into your darkest, scariest form!","1","",""
"Heroes & Villains","content","hover-in-place-and-smirk","hover-in-place-and-smirk.mp3","Hover in place and smirk!","1","",""
"Heroes & Villains","content","absorb-your-minion-to-grow-stronger","absorb-your-minion-to-grow-stronger.mp3","Absorb your minion to grow stronger!","1","",""
"Heroes & Villains","content","stretch-your-arm-like-pink-goo","stretch-your-arm-like-pink-goo.mp3","Stretch your arm like pink goo!","1","",""
"Heroes & Villains","content","yell-that-your-power-level-is-over-nine-thousand","yell-that-your-power-level-is-over-nine-thousand.mp3","Yell that your power level is OVER NINE THOUSAND!","1","",""
"Heroes & Villains","content","charge-a-dark-ki-ball-in-your-palm","charge-a-dark-ki-ball-in-your-palm.mp3","Charge a dark ki ball in your palm!","1","",""
"Heroes & Villains","content","yell-selfdestruct-and-strike-a-pose","yell-selfdestruct-and-strike-a-pose.mp3","Yell SELF-DESTRUCT and strike a pose!","1","",""
"Heroes & Villains","content","wiggle-your-fingers-to-brainwash","wiggle-your-fingers-to-brainwash.mp3","Wiggle your fingers to brainwash!","1","",""
"Heroes & Villains","content","tailwhip-a-hero-with-your-monkey-tail","tailwhip-a-hero-with-your-monkey-tail.mp3","Tail-whip a hero with your monkey tail!","1","",""
"Heroes & Villains","content","two-fingers-to-your-forehead-drill-beam","two-fingers-to-your-forehead-drill-beam.mp3","Two fingers to your forehead — drill beam!","1","",""
"Heroes & Villains","content","make-your-eyes-glow-red","make-your-eyes-glow-red.mp3","Make your eyes glow red!","1","",""
"Heroes & Villains","content","reveal-your-true-monster-form","reveal-your-true-monster-form.mp3","Reveal your true monster form!","1","",""
"Heroes & Villains","content","throw-a-flurry-of-evil-ki-blasts","throw-a-flurry-of-evil-ki-blasts.mp3","Throw a flurry of evil ki blasts!","1","",""
"Heroes & Villains","content","cackle-while-charging-up-your-dark-aura","cackle-while-charging-up-your-dark-aura.mp3","Cackle while charging up your dark aura!","1","",""
"Heroes & Villains","content","spread-purple-darkness-over-the-city","spread-purple-darkness-over-the-city.mp3","Spread purple darkness over the city!","1","",""
"Simon Says","system","simon-says-touch-your-nose","simon-says-touch-your-nose.mp3","Simon says touch your nose","1","","Test Voice button line"
"Simon Says","system","time-is-up","time-is-up.mp3","Time is up!","1","yes","closing pool A — time-up (shared)"
"Simon Says","system","times-up","times-up.mp3","Time's up!","1","yes","closing pool A — time-up (shared)"
"Simon Says","system","out-of-time","out-of-time.mp3","Out of time!","1","yes","closing pool A — time-up (shared)"
"Simon Says","system","buzzer-time","buzzer-time.mp3","Buzzer time!","1","yes","closing pool A — time-up (shared)"
"Simon Says","system","all-done","all-done.mp3","All done!","1","yes","closing pool A — time-up (shared)"
"Simon Says","system","great-listening","great-listening.mp3","Great listening!","1","","closing pool B — listening praise (Simon only)"
"Simon Says","system","sharp-ears","sharp-ears.mp3","Sharp ears!","1","","closing pool B — listening praise (Simon only)"
"Simon Says","system","way-to-listen","way-to-listen.mp3","Way to listen!","1","","closing pool B — listening praise (Simon only)"
"Simon Says","system","you-heard-them-all","you-heard-them-all.mp3","You heard them all!","1","","closing pool B — listening praise (Simon only)"
"Simon Says","content","touch-your-nose","touch-your-nose.mp3","touch your nose","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-toes","simon-says-touch-your-toes.mp3","Simon says touch your toes","1","","""Simon says"" form"
"Simon Says","content","touch-your-toes","touch-your-toes.mp3","touch your toes","1","yes","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-ears","simon-says-touch-your-ears.mp3","Simon says touch your ears","1","","""Simon says"" form"
"Simon Says","content","touch-your-ears","touch-your-ears.mp3","touch your ears","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-knees","simon-says-touch-your-knees.mp3","Simon says touch your knees","1","","""Simon says"" form"
"Simon Says","content","touch-your-knees","touch-your-knees.mp3","touch your knees","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-eyes","simon-says-touch-your-eyes.mp3","Simon says touch your eyes","1","","""Simon says"" form"
"Simon Says","content","touch-your-eyes","touch-your-eyes.mp3","touch your eyes","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-mouth","simon-says-touch-your-mouth.mp3","Simon says touch your mouth","1","","""Simon says"" form"
"Simon Says","content","touch-your-mouth","touch-your-mouth.mp3","touch your mouth","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-chin","simon-says-touch-your-chin.mp3","Simon says touch your chin","1","","""Simon says"" form"
"Simon Says","content","touch-your-chin","touch-your-chin.mp3","touch your chin","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-shoulders","simon-says-touch-your-shoulders.mp3","Simon says touch your shoulders","1","","""Simon says"" form"
"Simon Says","content","touch-your-shoulders","touch-your-shoulders.mp3","touch your shoulders","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-elbows","simon-says-touch-your-elbows.mp3","Simon says touch your elbows","1","","""Simon says"" form"
"Simon Says","content","touch-your-elbows","touch-your-elbows.mp3","touch your elbows","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-hair","simon-says-touch-your-hair.mp3","Simon says touch your hair","1","","""Simon says"" form"
"Simon Says","content","touch-your-hair","touch-your-hair.mp3","touch your hair","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-tummy","simon-says-touch-your-tummy.mp3","Simon says touch your tummy","1","","""Simon says"" form"
"Simon Says","content","touch-your-tummy","touch-your-tummy.mp3","touch your tummy","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-forehead","simon-says-touch-your-forehead.mp3","Simon says touch your forehead","1","","""Simon says"" form"
"Simon Says","content","touch-your-forehead","touch-your-forehead.mp3","touch your forehead","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-wrist","simon-says-touch-your-wrist.mp3","Simon says touch your wrist","1","","""Simon says"" form"
"Simon Says","content","touch-your-wrist","touch-your-wrist.mp3","touch your wrist","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-ankle","simon-says-touch-your-ankle.mp3","Simon says touch your ankle","1","","""Simon says"" form"
"Simon Says","content","touch-your-ankle","touch-your-ankle.mp3","touch your ankle","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-touch-your-eyebrows","simon-says-touch-your-eyebrows.mp3","Simon says touch your eyebrows","1","","""Simon says"" form"
"Simon Says","content","touch-your-eyebrows","touch-your-eyebrows.mp3","touch your eyebrows","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-drop-to-the-floor","simon-says-drop-to-the-floor.mp3","Simon says drop to the floor","1","","""Simon says"" form"
"Simon Says","content","drop-to-the-floor","drop-to-the-floor.mp3","drop to the floor","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-spring-up-like-a-jackinthebox","simon-says-spring-up-like-a-jackinthebox.mp3","Simon says spring up like a jack-in-the-box","1","","""Simon says"" form"
"Simon Says","content","spring-up-like-a-jackinthebox","spring-up-like-a-jackinthebox.mp3","spring up like a jack-in-the-box","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-jump-up-high","simon-says-jump-up-high.mp3","Simon says jump up high","1","","""Simon says"" form"
"Simon Says","content","jump-up-high","jump-up-high.mp3","jump up high","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-spin-around","simon-says-spin-around.mp3","Simon says spin around","1","","""Simon says"" form"
"Simon Says","content","spin-around","spin-around.mp3","spin around","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-turn-around","simon-says-turn-around.mp3","Simon says turn around","1","","""Simon says"" form"
"Simon Says","content","turn-around","turn-around.mp3","turn around","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-crouch-low","simon-says-crouch-low.mp3","Simon says crouch low","1","","""Simon says"" form"
"Simon Says","content","crouch-low","crouch-low.mp3","crouch low","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-freeze","simon-says-freeze.mp3","Simon says freeze","1","","""Simon says"" form"
"Simon Says","content","freeze","freeze.mp3","freeze","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-dance-like-a-robot","simon-says-dance-like-a-robot.mp3","Simon says dance like a robot","1","","""Simon says"" form"
"Simon Says","content","dance-like-a-robot","dance-like-a-robot.mp3","dance like a robot","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-bow-like-royalty","simon-says-bow-like-royalty.mp3","Simon says bow like royalty","1","","""Simon says"" form"
"Simon Says","content","bow-like-royalty","bow-like-royalty.mp3","bow like royalty","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-shrug-your-shoulders","simon-says-shrug-your-shoulders.mp3","Simon says shrug your shoulders","1","","""Simon says"" form"
"Simon Says","content","shrug-your-shoulders","shrug-your-shoulders.mp3","shrug your shoulders","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-shake-your-head-like-a-wet-dog","simon-says-shake-your-head-like-a-wet-dog.mp3","Simon says shake your head like a wet dog","1","","""Simon says"" form"
"Simon Says","content","shake-your-head-like-a-wet-dog","shake-your-head-like-a-wet-dog.mp3","shake your head like a wet dog","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-nod-super-dramatically","simon-says-nod-super-dramatically.mp3","Simon says nod super dramatically","1","","""Simon says"" form"
"Simon Says","content","nod-super-dramatically","nod-super-dramatically.mp3","nod super dramatically","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-clap-your-hands","simon-says-clap-your-hands.mp3","Simon says clap your hands","1","","""Simon says"" form"
"Simon Says","content","clap-your-hands","clap-your-hands.mp3","clap your hands","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-wiggle-your-fingers","simon-says-wiggle-your-fingers.mp3","Simon says wiggle your fingers","1","","""Simon says"" form"
"Simon Says","content","wiggle-your-fingers","wiggle-your-fingers.mp3","wiggle your fingers","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-stomp-your-feet","simon-says-stomp-your-feet.mp3","Simon says stomp your feet","1","","""Simon says"" form"
"Simon Says","content","stomp-your-feet","stomp-your-feet.mp3","stomp your feet","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-wave-with-both-hands-like-a-maniac","simon-says-wave-with-both-hands-like-a-maniac.mp3","Simon says wave with both hands like a maniac","1","","""Simon says"" form"
"Simon Says","content","wave-with-both-hands-like-a-maniac","wave-with-both-hands-like-a-maniac.mp3","wave with both hands like a maniac","1","","""trick"" form (no ""Simon says"" prefix)"
"Simon Says","content","simon-says-blow-a-kiss","simon-says-blow-a-kiss.mp3","Simon says blow a kiss","1","","""Simon says"" form"
"Simon Says","content","blow-a-kiss","blow-a-kiss.mp3","blow a kiss","1","","""trick"" form (no ""Simon says"" prefix)"
